uf20-01.cnf Any[(212,1.168600233,true),(506,2.608242166,true),(245,1.278843554,true),(1445,7.438213106,true),(65,0.341607974,true),(2679,13.816498789,true),(47,0.247586066,true),(830,4.296167816,true),(3541,18.297923552,true),(92,0.482084007,true)] (966.2,4.997576726299999,10)
uf20-010.cnf Any[(79,0.410741886,true),(32,0.169783848,true),(120,0.613415893,true),(69,0.354222076,true),(6525,32.632114305,true),(152,0.7759957,true),(27,0.143191921,true),(27,0.144146452,true),(38,0.19500668,true),(270,1.367467221,true)] (733.9,3.6806085982000005,10)
uf20-0100.cnf Any[(904,4.648028195,true),(1553,7.885832853,true),(24,0.129909893,true),(81,0.430376942,true),(95,0.499827228,true),(113,0.597743849,true),(690,3.563682421,true),(70,0.372498891,true),(3662,18.724055646,true),(554,2.835587372,true)] (774.6,3.9687543290000002,10)
uf20-01000.cnf Any[(18725,96.549766794,true),(89,0.475653947,true),(127,0.681506809,true),(2292,11.8720299,true),(20083,103.676919964,true),(113974,587.336733807,true),(744,3.88872103,true),(172765,897.143907953,true),(62620,323.460662132,true),(15353,79.254079853,true)] (40677.2,210.43399821889997,10)
uf20-0101.cnf Any[(1,0.016706061,true),(48,0.263379989,true),(26,0.145633216,true),(32,0.1687868,true),(108,0.579974828,true),(42425,218.58492545,true),(966,4.985702534,true),(279,1.448285427,true),(152,0.807843015,true),(81,0.418532045,true)] (4411.8,22.741976936500002,10)
uf20-0102.cnf Any[(801,4.178359144,true),(382,2.0200177,true),(2263,11.760449224,true),(757,3.955388154,true),(519,2.709282078,true),(3091,15.992054354,true),(3042,15.822634539,true),(40,0.215886555,true),(259,1.362790753,true),(24,0.134209436,true)] (1117.8,5.815107193699999,10)
uf20-0103.cnf Any[(25,0.149468496,true),(4115,20.888563026,true),(350,1.781534755,true),(392,2.016623873,true),(46524,235.626703883,true),(55,0.283686333,true),(194,0.986473521,true),(3814,18.99485364,true),(344,1.717847371,true),(12859,64.236305412,true)] (6867.2,34.668206031,10)
uf20-0104.cnf Any[(51,0.276862037,true),(28342,140.426690258,true),(62,0.32237132,true),(47,0.245308943,true),(130,0.657802875,true),(25,0.131607399,true),(151,0.769374452,true),(211,1.077359304,true),(8188,40.678277026,true),(46,0.240410734,true)] (3725.3,18.482606434799997,10)
uf20-0105.cnf Any[(54,0.295119289,true),(19466,96.941667553,true),(111,0.566341289,true),(3544,17.530394028,true),(13295,65.577380945,true),(126,0.644318072,true),(189,0.958840347,true),(2531,12.558274909,true),(22,0.11653661,true),(398,1.988962679,true)] (3973.6,19.7177835721,10)
uf20-0106.cnf Any[(4096,20.474708067,true),(88335,441.60732692,true),(5346,26.522426862,true),(15269,76.380198378,true),(81892,409.56994336,true),(14250,71.716156013,true),(211,1.090673255,true),(53591,268.81932432,true),(36397,182.546977465,true),(49003,245.492790611,true)] (34839.0,174.4220525251,10)
uf20-0107.cnf Any[(1472,7.357761109,true),(107,0.543235598,true),(472,2.337419469,true),(10143,50.401373988,true),(136,0.689230334,true),(116,0.593522661,true),(196,0.981536323,true),(223,1.122577119,true),(39,0.200613912,true),(14737,72.59576256,true)] (2764.1,13.6823033073,10)
uf20-0108.cnf Any[(487,2.433983213,true),(23406,115.443359308,true),(323,1.614487648,true),(52,0.265539273,true),(5110,25.375824105,true),(559,2.771276457,true),(3606,17.825616068,true),(212,1.072274763,true),(984,4.908497317,true),(2653,13.085342807,true)] (3739.2,18.479620095899996,10)
uf20-0109.cnf Any[(17899,90.056702444,true),(582,2.968618197,true),(46,0.241289069,true),(138,0.708918359,true),(135,0.710013014,true),(624,3.213636888,true),(82,0.427824527,true),(971,4.967637672,true),(685,3.492386975,true),(558,2.857069258,true)] (2172.0,10.964409640299998,10)
uf20-011.cnf Any[(44,0.275538728,true),(67,0.349952921,true),(15,0.081543874,true),(63,0.32370731,true),(41,0.214311226,true),(65,0.344219037,true),(40,0.21331527,true),(185,0.940039783,true),(16,0.085129955,true),(25,0.132585245,true)] (56.1,0.2960343349,10)
uf20-0110.cnf Any[(74,0.385513932,true),(59,0.315692942,true),(88,0.463700359,true),(75,0.381453929,true),(60,0.316508554,true),(101,0.524506763,true),(24,0.126939622,true),(90,0.465050809,true),(58,0.30275308,true),(58,0.305295116,true)] (68.7,0.35874151060000004,10)
uf20-0111.cnf Any[(19,0.115352856,true),(300,1.516388389,true),(62,0.324804811,true),(46,0.240989473,true),(134,0.683605231,true),(79,0.410200765,true),(88,0.44838519,true),(192,0.971398574,true),(34,0.179026444,true),(1,0.008463516,true)] (95.5,0.48986152489999996,10)
uf20-0112.cnf Any[(17884,88.341644499,true),(9514,47.168172617,true),(7112,35.29486946,true),(113,0.573904473,true),(12,0.063657148,true),(3127,15.375086133,true),(451,2.239539395,true),(25,0.133289845,true),(42,0.21475903,true),(45,0.231387954,true)] (3832.5,18.963631055400004,10)
uf20-0113.cnf Any[(259489,1292.321008405,true),(500000,2478.855198498,false),(293,1.521167103,true),(263,1.343739452,true),(563,2.838629247,true),(140,0.721322559,true),(500000,2517.616379452,false),(107,0.55220902,true),(912,4.621637322,true),(103,0.540501499,true)] (126187.0,630.0931792557001,8)
uf20-0114.cnf Any[(1269,6.4919943,true),(78,0.405552716,true),(218,1.129824919,true),(2283,11.578548391,true),(34,0.183143034,true),(16,0.087281956,true),(4096,20.753890029,true),(522,2.689410597,true),(651,3.316868895,true),(43,0.229841958,true)] (921.0,4.6866356795,10)
uf20-0115.cnf Any[(6068,31.03345628,true),(11337,58.500377371,true),(11453,58.776310941,true),(112,0.598655099,true),(22,0.118895342,true),(11933,61.260384578,true),(6540,33.795837507,true),(94,0.503575124,true),(172,0.904756693,true),(3105,16.005267926,true)] (5083.6,26.1497516861,10)
uf20-0116.cnf Any[(282,1.459250664,true),(664,3.406275424,true),(665,3.386161161,true),(134,0.701525026,true),(27046,136.83037559,true),(33040,168.155882183,true),(117,0.603368625,true),(105,0.544293742,true),(541,2.767574752,true),(654,3.368505234,true)] (6324.8,32.12232124009999,10)
uf20-0117.cnf Any[(442,2.284046107,true),(331,1.706929911,true),(9192,46.923602153,true),(3057,15.706644393,true),(877,4.500276057,true),(1967,10.035035474,true),(5319,27.283272414,true),(21,0.111733731,true),(585,3.009354392,true),(11,0.061948159,true)] (2180.2,11.162284279099998,10)
uf20-0118.cnf Any[(34,0.20724513,true),(85,0.446621496,true),(12,0.06664048,true),(65,0.343088821,true),(4,0.023480562,true),(13,0.073559224,true),(28,0.151360041,true),(64,0.339780879,true),(106,0.55721886,true),(154,0.790122631,true)] (56.5,0.2999118124,10)
uf20-0119.cnf Any[(41543,209.025489558,true),(114657,579.827118691,true),(37,0.197350459,true),(55,0.290619594,true),(2257,11.470774571,true),(431,2.179192797,true),(3107,15.722193494,true),(27431,139.203356749,true),(227,1.147442117,true),(49109,247.893542832,true)] (23885.4,120.69570808619999,10)
uf20-012.cnf Any[(20,0.13304126,true),(7,0.039554741,true),(24,0.133173419,true),(47,0.255682942,true),(30,0.167314462,true),(19,0.107083832,true),(33,0.18086344,true),(30,0.166954621,true),(64,0.343265666,true),(17,0.093061093,true)] (29.1,0.1619995476,10)
uf20-0120.cnf Any[(260888,1344.405561727,true),(53,0.287406724,true),(8,0.049275095,true),(161,0.854739472,true),(173,0.910236352,true),(46,0.250264833,true),(500000,2541.434869049,false),(206,1.065921386,true),(241,1.242246617,true),(98,0.514308791,true)] (76187.4,389.1014830046,9)
uf20-0121.cnf Any[(711,3.544295326,true),(179,0.91298447,true),(253,1.284679365,true),(1447,7.252792761,true),(14347,72.327765857,true),(402,2.036076309,true),(2483,12.504637768,true),(79,0.406448006,true),(23,0.125057662,true),(1723,8.674333941,true)] (2164.7,10.9069071465,10)
uf20-0122.cnf Any[(194,1.021306699,true),(139,0.719578843,true),(61,0.326052243,true),(58,0.306601567,true),(4806,24.373940708,true),(50,0.262826977,true),(71,0.374772823,true),(8218,41.404049177,true),(574,2.923893295,true),(98,0.513667793,true)] (1426.9,7.222669012499999,10)
uf20-0123.cnf Any[(54,0.302038545,true),(41,0.220476203,true),(500000,2499.69455194,false),(63563,310.476317589,true),(263,1.318797669,true),(68,0.350099154,true),(449494,2212.831971767,true),(416753,2060.063561622,true),(72,0.369529289,true),(188597,943.87170199,true)] (161890.5,802.9499045768001,9)
uf20-0124.cnf Any[(101,0.525605227,true),(77,0.399284154,true),(25,0.132870499,true),(12,0.065669332,true),(49,0.255246512,true),(482,2.411275038,true),(190,0.966642044,true),(576,2.894006559,true),(234,1.186456299,true),(8,0.046321398,true)] (175.4,0.8883377062000001,10)
uf20-0125.cnf Any[(9,0.065863696,true),(80,0.409343668,true),(23,0.122929419,true),(86,0.437895469,true),(5,0.028445751,true),(27,0.143680406,true),(19,0.099509198,true),(92,0.475154307,true),(46,0.237918681,true),(126,0.644013603,true)] (51.3,0.2664754198,10)
uf20-0126.cnf Any[(459,2.297762101,true),(1540,7.655036469,true),(40888,202.168494179,true),(183,0.923528392,true),(133901,661.036425605,true),(155,0.786093434,true),(18336,90.647498071,true),(80,0.414128821,true),(44,0.225855119,true),(263,1.307304388,true)] (19584.9,96.7462126579,10)
uf20-0127.cnf Any[(53,0.279422818,true),(45,0.240744012,true),(83,0.425458463,true),(167,0.858999802,true),(33,0.176737407,true),(36,0.188450308,true),(199,1.013798263,true),(11,0.058311289,true),(29,0.155879771,true),(72,0.374278134,true)] (72.8,0.37720802670000003,10)
uf20-0128.cnf Any[(1749,8.850469568,true),(73,0.384383405,true),(46,0.24135582,true),(44,0.231343935,true),(55,0.289984519,true),(58,0.306532184,true),(180,0.91710434,true),(328,1.683666358,true),(573,2.907763256,true),(37,0.199521923,true)] (314.3,1.6012125307999998,10)
uf20-0129.cnf Any[(53767,279.649187181,true),(148722,764.15652397,true),(155694,782.43875835,true),(103955,525.419888763,true),(109,0.583709406,true),(500000,2607.409967725,false),(678,3.519018559,true),(232,1.230398148,true),(412886,2132.146636366,true),(377,1.937265163,true)] (137642.0,709.8491353631,9)
uf20-013.cnf Any[(500000,2500.258956675,false),(12,0.06499595,true),(71187,361.567354903,true),(49,0.256570753,true),(47,0.242019068,true),(222,1.12860375,true),(497,2.517714398,true),(66,0.341029359,true),(42,0.219491434,true),(67,0.350844859,true)] (57218.9,286.6947581148999,9)
uf20-0130.cnf Any[(51,0.294997511,true),(250,1.264952917,true),(26,0.142522766,true),(132,0.699641363,true),(96,0.517605623,true),(45,0.241565528,true),(28093,145.443123578,true),(42127,217.171984451,true),(138897,723.84661067,true),(420,2.202234061,true)] (21013.7,109.1825238468,10)
uf20-0131.cnf Any[(19,0.164132859,true),(8,0.046148522,true),(31,0.164937292,true),(13,0.07306536,true),(13,0.073707829,true),(27,0.142104024,true),(32,0.171640501,true),(1,0.008337105,true),(46,0.244258376,true),(3,0.022918982,true)] (19.3,0.11112508499999998,10)
uf20-0132.cnf Any[(29,0.167003257,true),(71,0.375409317,true),(35881,181.938796974,true),(6356,32.499195861,true),(38,0.206131091,true),(962,4.892207439,true),(119,0.612851669,true),(159,0.830082094,true),(66,0.347629002,true),(10703,54.326609487,true)] (5438.4,27.619591619100003,10)
uf20-0133.cnf Any[(70,0.386214609,true),(31,0.171893129,true),(70,0.371682188,true),(560,2.907344161,true),(57,0.300918194,true),(74,0.397828803,true),(26,0.143605254,true),(132,0.697480202,true),(82,0.442540815,true),(150,0.796329075,true)] (125.2,0.661583643,10)
uf20-0134.cnf Any[(60,0.335845302,true),(599,3.140461145,true),(24,0.136946415,true),(35,0.192463119,true),(111,0.595924587,true),(58,0.309472421,true),(69,0.367401584,true),(9,0.054522817,true),(62,0.339502734,true),(28,0.158380908,true)] (105.5,0.5630921031999999,10)
uf20-0135.cnf Any[(427,2.242597588,true),(306,1.60319867,true),(537,2.800020901,true),(103852,535.862598944,true),(1103,5.744895405,true),(77,0.419081757,true),(7123,37.006245752,true),(21,0.119867314,true),(981,5.140177697,true),(34,0.187448662,true)] (11446.1,59.112613268999986,10)
uf20-0136.cnf Any[(173069,885.92785609,true),(118,0.626946546,true),(50216,258.545245156,true),(28229,145.767612734,true),(18,0.100074126,true),(18,0.099120568,true),(500000,2545.74450032,false),(54,0.310232241,true),(230840,1181.91645201,true),(101814,522.903178509,true)] (108437.6,554.1941218300001,9)
uf20-0137.cnf Any[(18,0.124017405,true),(27,0.15250769,true),(92,0.493373954,true),(4,0.024863884,true),(15,0.088279202,true),(23,0.131062281,true),(12,0.070855452,true),(71,0.389903105,true),(62,0.335193811,true),(46,0.243799075,true)] (37.0,0.2053855859,10)
uf20-0138.cnf Any[(15718,79.293290525,true),(812,4.21635788,true),(160320,814.411902954,true),(1055,5.264449569,true),(178,0.914400533,true),(1578,8.12833796,true),(664,3.348264193,true),(16272,81.84164443,true),(76,0.396152924,true),(61507,309.456947632,true)] (25818.0,130.72717486,10)
uf20-0139.cnf Any[(802,4.210683711,true),(174,0.915906473,true),(856,4.436707384,true),(75,0.401709614,true),(105,0.556560621,true),(183,0.965973035,true),(121,0.644440321,true),(162,0.863354728,true),(37,0.20514386,true),(75736,390.120680172,true)] (7825.1,40.3321159919,10)
uf20-014.cnf Any[(57,0.310067103,true),(18,0.097564293,true),(949,4.793621973,true),(22240,113.786142895,true),(43543,219.889830463,true),(671,3.423700376,true),(38,0.205096737,true),(31,0.16569214,true),(105,0.548930117,true),(50,0.264782176,true)] (6770.2,34.348542827299994,10)
uf20-0140.cnf Any[(253,1.30509118,true),(209048,1056.793905682,true),(71,0.370664256,true),(11516,58.274190187,true),(89,0.469460002,true),(81,0.424340131,true),(61,0.322766431,true),(100,0.520627518,true),(36,0.189892614,true),(86,0.448621279,true)] (22134.1,111.91195592800003,10)
uf20-0141.cnf Any[(1496,7.62700416,true),(386,1.978984566,true),(3809,19.492858946,true),(2973,15.315023457,true),(419,2.155554797,true),(17162,87.406124229,true),(143,0.736654735,true),(38,0.204551457,true),(7216,36.906766114,true),(25326,129.85711534,true)] (5896.8,30.1680637801,10)
uf20-0142.cnf Any[(104,0.553516844,true),(136,0.703410772,true),(109,0.566768652,true),(562,2.842429855,true),(74,0.381355181,true),(57,0.301871737,true),(37,0.196112828,true),(164,0.847618847,true),(206,1.05266465,true),(25,0.13676953,true)] (147.4,0.7582518895999999,10)
uf20-0143.cnf Any[(75,0.390602855,true),(10,0.056128528,true),(51,0.26756348,true),(155,0.789961996,true),(6,0.033262662,true),(20,0.11169248,true),(25,0.130873541,true),(29,0.153833655,true),(112,0.564951565,true),(12,0.066397014,true)] (49.5,0.25652677760000003,10)
uf20-0144.cnf Any[(66,0.351729685,true),(365,1.902135296,true),(60,0.323019153,true),(32,0.17525809,true),(55,0.295531195,true),(42,0.229237445,true),(661,3.410284656,true),(102,0.546181994,true),(32,0.170910811,true),(58,0.307676763,true)] (147.3,0.7711965087999999,10)
