0.0	500000.0	500000.0	500000.0	500000.0	500000.0	500000.0
0.05263157894736842	500000.0	500011.88	500015.6	494007.56	482513.16	500021.0
0.10526315789473684	500000.0	484144.72	484235.28	500016.6	470206.84	470479.88
0.15789473684210525	500000.0	500014.88	481414.56	464015.04	500024.32	480577.8
0.21052631578947367	481864.0	481133.72	500015.52	500019.56	489325.64	500021.0
0.2631578947368421	500000.0	500015.56	500018.0	500019.8	500023.32	500021.0
0.3157894736842105	482589.0	487816.96	495375.88	500016.24	482330.16	482888.64
0.3684210526315789	500000.0	480141.12	500020.2	486940.4	470627.88	500021.0
0.42105263157894735	500000.0	470956.28	500012.48	468234.96	500023.8	494660.4
0.47368421052631576	500000.0	500017.44	458905.32	449001.4	481441.72	500021.0
0.5263157894736842	494085.0	500013.16	480609.96	465408.04	500025.8	488888.2
0.5789473684210527	483767.0	500016.08	494947.8	500017.48	500021.84	485036.8
0.631578947368421	488192.0	500014.48	500017.44	500018.12	458818.2	472026.32
0.6842105263157895	487882.0	500017.68	489953.0	486232.08	482562.12	500021.0
0.7368421052631579	492888.0	500013.04	500015.44	489721.48	488405.48	481589.16
0.7894736842105263	500000.0	494770.0	467341.4	480298.48	500025.76	500021.0
0.8421052631578947	500000.0	500016.72	500015.96	481481.08	484951.96	500021.0
0.8947368421052632	481661.0	500016.64	500018.08	500020.64	500026.44	500021.0
0.9473684210526315	500000.0	499332.12	481766.2	482089.72	500022.76	492441.68
1.0	464251.0	482639.24	481290.68	495375.8	482033.52	470746.44
